filename,label,score,thought_density,thought_ratio,sim_pos,sim_neg,sim_gap,strong_score,support_score,non_thought_score,dominant_non_thought,strong_hits,support_hits,non_thought_hits,review_flag,reason,final_bucket,final_reason
2000-02-13 마음의 건강을 얻는 세가지 길..txt,중간,60.4339,151.1492,0.7978,0.3401,0.3774,-0.0372,213.5,200.8,105.0,word_prayer,"염려(24), 마음의 건강(7), 생각(5), 부정적(3), 정신적(2), 두려움(2), 긍정(2), 생각을(1)","마음(81), 마음에(22), 마음속(16), 정신(4), 생각하(3), 염려하지(3), 담대(3), 두려워(1)","말(67), 말씀(14), 기도(14), 예수님(6), 성령(5), 구원(5), 믿음(2)",,"제목에 생각 축 표지어가 있음 | 핵심표현: 염려(24), 마음의 건강(7), 생각(5), 부정적(3), 정신적(2) | 보조표현: 마음(81), 마음에(22), 마음속(16), 정신(4), 생각하(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-02-04.txt,중간,59.9178,167.0821,0.6658,0.2259,0.2302,-0.0043,181.5,46.4,114.4,word_prayer,"부정적(9), 생각(7), 긍정(6), 생각의(4), 두려움(4), 절망(4), 낙심(2), 생각하는(1)","바라보(13), 두려워(5), 마음(4), 생각하(2), 마음에(1), 결단(1)","말(44), 꿈(28), 말씀(19), 믿음(11), 구원(4), 기도(3), 성령(2), 부르짖(2)",,"핵심표현: 부정적(9), 생각(7), 긍정(6), 생각의(4), 두려움(4) | 보조표현: 바라보(13), 두려워(5), 마음(4), 생각하(2), 마음에(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-01-22.txt,중간,59.242,165.6863,0.6848,0.3189,0.3613,-0.0425,264.0,40.2,140.0,word_prayer,"생각(13), 염려(11), 생각을(10), 절망(10), 희망(8), 긍정(4), 부정적(3), 생각하는(1)","마음(17), 염려하지(3), 생각하(2), 마음속(2), 마음에(2)","말(59), 기도(32), 말씀(20), 꿈(13), 예수님(7), 믿음(6), 성령(4), 입술(3)",,"핵심표현: 생각(13), 염려(11), 생각을(10), 절망(10), 희망(8) | 보조표현: 마음(17), 염려하지(3), 생각하(2), 마음속(2), 마음에(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1992-10-18.txt,중간,59.0525,164.9615,0.6939,0.3206,0.3557,-0.0351,201.5,227.4,189.2,cross_salvation,"변화(23), 생각(10), 생각이(3), 의식(3), 새롭게(3), 절망(3), 생각하는(2), 부정적(2)","바라보(47), 마음(37), 마음속(20), 새 사람(20), 마음에(4), 생각하(2), 깨닫(1)","십자가(45), 꿈(30), 말(28), 성령(23), 입술(15), 예수님(12), 말씀(7), 기도(7)",,"핵심표현: 변화(23), 생각(10), 생각이(3), 의식(3), 새롭게(3) | 보조표현: 바라보(47), 마음(37), 마음속(20), 새 사람(20), 마음에(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1998-08-09 바람을 보지말라.txt,중간,58.474,164.4046,0.6442,0.3868,0.4677,-0.0808,322.5,181.4,278.3,word_prayer,"두려움(14), 부정적(13), 생각(12), 지혜(8), 염려(6), 절망(5), 선택(4), 긍정(4)","바라보(33), 두려워(21), 마음(16), 마음속(8), 생각하(7), 담대(7), 생각해(3), 마음에(3)","말(129), 말씀(74), 믿음(32), 예수님(31), 기도(10), 순종(7), 신앙(6), 성령(5)",,"핵심표현: 두려움(14), 부정적(13), 생각(12), 지혜(8), 염려(6) | 보조표현: 바라보(33), 두려워(21), 마음(16), 마음속(8), 생각하(7)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2019-10-27.txt,중간,57.2811,161.3213,0.5727,0.3914,0.465,-0.0736,254.0,48.8,225.9,word_prayer,"생각(22), 생각을(10), 변화(10), 생각이(4), 긍정(4), 의식(2), 묵상(1), 새롭게(1)","마음(12), 마음속(9), 생각하(4), 낙심하지(1), 담대(1), 새 사람(1)","말(57), 성령(36), 믿음(34), 말씀(24), 꿈(21), 예수님(14), 구원(11), 기도(10)",,"핵심표현: 생각(22), 생각을(10), 변화(10), 생각이(4), 긍정(4) | 보조표현: 마음(12), 마음속(9), 생각하(4), 낙심하지(1), 담대(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2013-10-06.txt,중간,57.0918,158.8872,0.6958,0.2718,0.28,-0.0083,164.0,144.4,134.8,word_prayer,"생각(10), 절망(6), 염려(5), 희망(5), 생각을(3), 우울(3), 낙심(2), 생각하는(1)","마음(53), 마음에(27), 바라보(8), 정신(3), 마음속(3), 생각하(2), 염려하지(2), 결심(1)","말(46), 십자가(24), 소망(21), 말씀(14), 기도(9), 예수님(9), 꿈(4), 믿음(3)",,"핵심표현: 생각(10), 절망(6), 염려(5), 희망(5), 생각을(3) | 보조표현: 마음(53), 마음에(27), 바라보(8), 정신(3), 마음속(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2013-08-04.txt,중간,56.6712,158.6088,0.6306,0.2752,0.3135,-0.0382,229.5,92.0,188.3,word_prayer,"생각(24), 생각을(6), 변화(6), 긍정(6), 생각이(4), 마음의 자세(1), 시각(1), 부정적(1)","마음(28), 마음에(13), 마음속(8), 생각하(5), 바라보(4), 생각해(2)","말(58), 꿈(40), 믿음(24), 기도(24), 말씀(20), 입술(7), 성령(6), 부르짖(4)",,"핵심표현: 생각(24), 생각을(6), 변화(6), 긍정(6), 생각이(4) | 보조표현: 마음(28), 마음에(13), 마음속(8), 생각하(5), 바라보(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-09-30.txt,중간,56.4704,158.2632,0.6708,0.3749,0.4412,-0.0662,241.5,59.2,147.6,word_prayer,"생각(19), 생각을(13), 낙심(8), 염려(6), 긍정(3), 부정적(2), 변화(1)","마음(26), 마음에(4), 염려하지(3), 낙심하지(3), 두려워(2), 생각하(1)","기도(52), 말(50), 입술(11), 꿈(11), 말씀(9), 믿음(5), 소망(5), 성령(4)",,"핵심표현: 생각(19), 생각을(13), 낙심(8), 염려(6), 긍정(3) | 보조표현: 마음(26), 마음에(4), 염려하지(3), 낙심하지(3), 두려워(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-02-15.txt,중간,56.1707,157.3242,0.6199,0.3179,0.3606,-0.0427,249.0,73.2,197.6,word_prayer,"변화(32), 생각(9), 두려움(8), 변화를(4), 낙심(4), 생각을(3), 새롭게(2), 생각이(1)","마음(22), 마음에(6), 두려워(5), 마음속(4), 바라보(4), 생각하(3), 낙심하지(1), 담대(1)","말(50), 꿈(48), 예수님(31), 말씀(16), 기도(15), 성령(13), 믿음(9), 십자가(4)",,"핵심표현: 변화(32), 생각(9), 두려움(8), 변화를(4), 낙심(4) | 보조표현: 마음(22), 마음에(6), 두려워(5), 마음속(4), 바라보(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2012-09-09.txt,중간,55.1893,155.3135,0.5529,0.3277,0.3921,-0.0645,193.5,98.8,236.4,word_prayer,"생각(15), 생각을(6), 묵상(5), 결단(5), 변화(3), 긍정(3), 생각이(2), 희망(2)","마음(17), 담대(9), 바라보(6), 결단(5), 마음속(4), 마음에(4), 생각하(3), 깨닫(3)","믿음(84), 말(63), 말씀(37), 기도(13), 예수님(12), 꿈(10), 성령(7), 신앙(6)",,"핵심표현: 생각(15), 생각을(6), 묵상(5), 결단(5), 변화(3) | 보조표현: 마음(17), 담대(9), 바라보(6), 결단(5), 마음속(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-04-09.txt,중간,55.1509,155.0,0.6186,0.3407,0.4174,-0.0767,329.0,80.2,252.3,dream_vision,"생각(26), 희망(11), 긍정(10), 절망(6), 생각을(5), 생각이(5), 부정적(5), 생각의(2)","마음(18), 마음에(8), 두려워(6), 생각하(4), 마음속(4), 생각해(3), 정신(2), 결심(1)","꿈(76), 말(37), 예수님(30), 믿음(27), 성령(24), 기도(20), 말씀(12), 소망(5)",,"핵심표현: 생각(26), 희망(11), 긍정(10), 절망(6), 생각을(5) | 보조표현: 마음(18), 마음에(8), 두려워(6), 생각하(4), 마음속(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1999-01-03 우리에게 주어진 새해.txt,중간,55.1068,154.051,0.7058,0.3756,0.4362,-0.0606,257.5,153.2,171.2,word_prayer,"부정적(15), 긍정(13), 생각(9), 지혜(4), 희망(4), 염려(3), 마음의 자세(2), 절망(2)","마음(33), 바라보(23), 마음속(12), 두려워(7), 생각하(5), 마음에(4), 깨닫(2), 담대(2)","말(51), 성령(31), 꿈(20), 말씀(13), 예수님(11), 믿음(9), 십자가(8), 기도(7)",,"핵심표현: 부정적(15), 긍정(13), 생각(9), 지혜(4), 희망(4) | 보조표현: 마음(33), 바라보(23), 마음속(12), 두려워(7), 생각하(5)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-01-15.txt,중간,55.0926,153.6731,0.7309,0.3677,0.4178,-0.0502,345.0,92.2,161.0,word_prayer,"생각(34), 생각을(10), 생각이(9), 변화(6), 부정적(5), 새롭게(4), 긍정(3), 생각하는(1)","마음(23), 마음속(8), 생각하(7), 마음에(6), 바라보(6), 두려워(2), 담대(2), 생각해(1)","기도(38), 말(29), 꿈(26), 성령(18), 말씀(9), 예수님(9), 신앙(8), 믿음(5)",,"핵심표현: 생각(34), 생각을(10), 생각이(9), 변화(6), 부정적(5) | 보조표현: 마음(23), 마음속(8), 생각하(7), 마음에(6), 바라보(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2002-01-13 플러스 인생과 마이너스 인생.txt,중간,54.4791,150.9148,0.7829,0.3015,0.312,-0.0106,378.0,100.4,132.7,word_prayer,"생각(28), 희망(12), 생각을(7), 긍정(7), 절망(7), 태도(6), 낙심(6), 부정적(4)","바라보(15), 생각하(13), 마음(11), 태도(6), 마음속(3), 생각해(1), 깨닫(1), 마음에(1)","말(43), 십자가(43), 기도(16), 믿음(6), 신앙(5), 말씀(5), 순종(3), 성령(3)",,"핵심표현: 생각(28), 희망(12), 생각을(7), 긍정(7), 절망(7) | 보조표현: 바라보(15), 생각하(13), 마음(11), 태도(6), 마음속(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-02-26.txt,중간,54.4791,151.9282,0.6866,0.3391,0.3735,-0.0344,245.0,42.6,131.3,word_prayer,"생각(17), 우울(7), 생각을(6), 변화(6), 생각이(5), 변화를(5), 부정적(4), 긍정(3)","마음(11), 마음속(5), 생각하(2), 바라보(2), 깨닫(1), 마음에(1), 결심(1), 결단(1)","말(66), 꿈(23), 기도(11), 믿음(7), 말씀(7), 입술(7), 예수님(7), 십자가(4)",,"핵심표현: 생각(17), 우울(7), 생각을(6), 변화(6), 생각이(5) | 보조표현: 마음(11), 마음속(5), 생각하(2), 바라보(2), 깨닫(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-03-11.txt,중간,54.4513,152.7763,0.5951,0.3618,0.4167,-0.0549,237.5,40.4,189.1,word_prayer,"생각(18), 생각을(6), 생각이(6), 변화(6), 긍정(4), 부정적(3), 태도(2), 변화를(2)","마음(14), 태도(2), 마음속(2), 마음에(2), 바라보(2), 생각하(1), 염려하지(1), 담대(1)","말(56), 말씀(24), 믿음(21), 꿈(21), 성령(20), 기도(16), 예수님(12), 십자가(8)",,"핵심표현: 생각(18), 생각을(6), 생각이(6), 변화(6), 긍정(4) | 보조표현: 마음(14), 태도(2), 마음속(2), 마음에(2), 바라보(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2019-03-24.txt,중간,54.4368,152.5641,0.5781,0.2922,0.3309,-0.0387,239.0,22.8,191.1,word_prayer,"생각(26), 생각을(11), 변화(7), 생각이(4), 묵상(1), 긍정(1), 부정적(1)","마음(7), 생각하(2), 바라보(2), 깨닫(1), 마음속(1), 마음에(1)","말(38), 성령(37), 꿈(25), 예수님(21), 말씀(18), 믿음(14), 기도(14), 선포(4)",,"핵심표현: 생각(26), 생각을(11), 변화(7), 생각이(4), 묵상(1) | 보조표현: 마음(7), 생각하(2), 바라보(2), 깨닫(1), 마음속(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-09-17.txt,중간,53.9308,150.9444,0.6437,0.3807,0.4334,-0.0526,209.5,62.2,150.4,cross_salvation,"변화(30), 생각(9), 변화를(4), 긍정(4), 생각을(3), 생각이(2), 지혜(1), 선택(1)","바라보(17), 마음(7), 마음속(4), 생각하(3), 새 사람(2), 정신(1), 두려워(1)","예수님(39), 말(30), 십자가(23), 꿈(10), 믿음(9), 말씀(8), 성령(7), 부활(7)",,"핵심표현: 변화(30), 생각(9), 변화를(4), 긍정(4), 생각을(3) | 보조표현: 바라보(17), 마음(7), 마음속(4), 생각하(3), 새 사람(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2019-02-24.txt,중간,53.8328,150.2976,0.6954,0.2835,0.3337,-0.0502,210.5,42.0,110.6,word_prayer,"긍정(15), 자화상(10), 생각(5), 생각을(4), 희망(3), 우울(2), 부정적(2), 태도(1)","마음(13), 마음속(6), 마음에(3), 바라보(2), 깨닫(1), 태도(1)","기도(59), 말(23), 꿈(11), 말씀(8), 예수님(7), 믿음(3), 성령(2), 선포(2)",,"핵심표현: 긍정(15), 자화상(10), 생각(5), 생각을(4), 희망(3) | 보조표현: 마음(13), 마음속(6), 마음에(3), 바라보(2), 깨닫(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1993-03-14 성공적인 삶의 세가지 조건.txt,중간,53.7665,150.0766,0.6391,0.318,0.3457,-0.0277,228.0,164.0,221.4,word_prayer,"강하고 담대(25), 변화(8), 부정적(8), 의식(4), 묵상(4), 생각(3), 지혜(2), 두려움(2)","마음(42), 담대(29), 마음에(7), 바라보(7), 두려워(6), 마음속(4), 정신(1), 생각해(1)","말(80), 꿈(66), 말씀(45), 성령(10), 믿음(5), 기도(5), 입술(4), 구원(3)",,"핵심표현: 강하고 담대(25), 변화(8), 부정적(8), 의식(4), 묵상(4) | 보조표현: 마음(42), 담대(29), 마음에(7), 바라보(7), 두려워(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2013-06-16.txt,중간,53.327,149.3401,0.6118,0.3283,0.3763,-0.048,160.0,134.2,186.7,word_prayer,"생각(20), 생각을(8), 생각하는(2), 생각이(2)","마음(41), 마음에(16), 바라보(13), 마음속(12), 생각하(4), 깨닫(1)","말(68), 기도(28), 믿음(25), 말씀(25), 꿈(25), 입술(7), 예수님(7), 구원(4)",,"핵심표현: 생각(20), 생각을(8), 생각하는(2), 생각이(2) | 보조표현: 마음(41), 마음에(16), 바라보(13), 마음속(12), 생각하(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-11-23.txt,중간,53.2349,149.3567,0.5701,0.2596,0.3087,-0.049,101.5,26.2,96.3,word_prayer,"생각(11), 생각을(3), 묵상(2), 변화(2), 의식(1), 염려(1), 낙심(1), 긍정(1)","바라보(5), 마음(2), 생각하(2), 마음에(2), 두려워(2), 염려하지(1), 담대(1)","말(24), 성령(18), 믿음(13), 말씀(11), 꿈(10), 예수님(9), 입술(4), 신앙(2)",,"핵심표현: 생각(11), 생각을(3), 묵상(2), 변화(2), 의식(1) | 보조표현: 바라보(5), 마음(2), 생각하(2), 마음에(2), 두려워(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-09-21.txt,중간,53.016,149.7682,0.466,0.299,0.3704,-0.0713,246.5,44.2,333.1,word_prayer,"생각(25), 변화(8), 생각을(6), 생각이(4), 긍정(4), 지혜(3), 변화를(1), 우울(1)","마음(10), 생각하(6), 마음에(5), 마음속(2), 두려워(2), 깨닫(1), 담대(1)","믿음(113), 말(93), 말씀(67), 성령(14), 입술(12), 꿈(12), 기도(10), 보혈(5)",,"핵심표현: 생각(25), 변화(8), 생각을(6), 생각이(4), 긍정(4) | 보조표현: 마음(10), 생각하(6), 마음에(5), 마음속(2), 두려워(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-09-23.txt,중간,53.0088,148.1992,0.6134,0.2783,0.3134,-0.0351,157.0,36.4,121.9,cross_salvation,"희망(15), 생각(11), 생각이(3), 절망(3), 우울(2), 생각하는(1), 생각을(1), 생각의(1)","마음(13), 마음에(7), 마음속(3), 생각하(1), 바라보(1)","예수님(39), 말(25), 믿음(17), 소망(8), 십자가(8), 꿈(7), 말씀(6), 기도(6)",,"핵심표현: 희망(15), 생각(11), 생각이(3), 절망(3), 우울(2) | 보조표현: 마음(13), 마음에(7), 마음속(3), 생각하(1), 바라보(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1985-07-07.txt,중간,52.8293,147.5628,0.7367,0.4301,0.5031,-0.0731,273.5,114.0,138.5,word_prayer,"변화(21), 절망(11), 생각(7), 의식(5), 변화를(5), 부정적(4), 생각이(3), 정신적(3)","마음(29), 마음속(21), 정신(3), 마음에(3), 바라보(3), 생각하(2), 태도(2), 담대(2)","말(58), 말씀(26), 믿음(16), 소망(15), 십자가(8), 기도(7), 부활(5), 예수님(4)",,"핵심표현: 변화(21), 절망(11), 생각(7), 의식(5), 변화를(5) | 보조표현: 마음(29), 마음속(21), 정신(3), 마음에(3), 바라보(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2019-11-03.txt,중간,52.485,147.1844,0.6264,0.3243,0.3923,-0.0679,86.5,161.8,148.1,word_prayer,"생각(11), 생각하는(3), 염려(1), 긍정(1), 부정적(1), 절망(1)","바라보(29), 마음(28), 마음속(19), 생각하(10), 마음에(7), 생각해(1), 새 사람(1)","말(34), 꿈(22), 믿음(21), 말씀(21), 십자가(18), 기도(12), 성령(10), 입술(4)",,"핵심표현: 생각(11), 생각하는(3), 염려(1), 긍정(1), 부정적(1) | 보조표현: 바라보(29), 마음(28), 마음속(19), 생각하(10), 마음에(7)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1995-10-15 더 넘치도록 능히 하실 하나님.txt,중간,51.719,145.149,0.6703,0.4465,0.5395,-0.093,331.5,87.4,206.0,word_prayer,"생각(37), 생각을(8), 생각이(8), 생각하는(5), 변화(2), 낙심(2), 부정적(2), 선택(1)","마음(26), 생각하(8), 마음에(6), 마음속(5), 바라보(3), 낙심하지(2), 깨닫(1), 결단(1)","말(66), 말씀(46), 예수님(29), 기도(25), 성령(13), 구원(12), 부르짖(8), 믿음(6)",,"핵심표현: 생각(37), 생각을(8), 생각이(8), 생각하는(5), 변화(2) | 보조표현: 마음(26), 생각하(8), 마음에(6), 마음속(5), 바라보(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-04-22.txt,중간,51.5323,143.8356,0.638,0.2826,0.3182,-0.0356,204.5,68.5,154.9,word_prayer,"생각(15), 두려움(8), 생각이(7), 변화(3), 생각을(2), 지혜(2), 염려(2), 강하고 담대(2)","두려워(14), 마음(9), 생각하(3), 마음속(3), 마음에(3), 담대(2), 지혜로운(1), 결심(1)","말(58), 말씀(28), 믿음(20), 성령(15), 꿈(8), 방언(7), 예수님(7), 기도(6)",,"핵심표현: 생각(15), 두려움(8), 생각이(7), 변화(3), 생각을(2) | 보조표현: 두려워(14), 마음(9), 생각하(3), 마음속(3), 마음에(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-02-19.txt,중간,51.4674,142.4596,0.7348,0.3575,0.3591,-0.0017,345.5,69.2,149.7,word_prayer,"생각(27), 긍정(12), 부정적(8), 생각을(7), 선택(5), 생각이(3), 생각하는(2), 지혜(2)","마음(14), 바라보(9), 마음에(8), 생각하(5), 두려워(5), 정신(1), 생각해(1)","말(65), 꿈(32), 예수님(15), 믿음(13), 말씀(9), 십자가(8), 기도(6), 입술(3)",,"핵심표현: 생각(27), 긍정(12), 부정적(8), 생각을(7), 선택(5) | 보조표현: 마음(14), 바라보(9), 마음에(8), 생각하(5), 두려워(5)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1993-01-03 하나님과 사람을 섬기는 새해.txt,중간,51.4083,143.4103,0.7101,0.3952,0.4531,-0.0579,300.0,122.2,172.4,word_prayer,"긍정(23), 정신적(10), 태도(8), 생각(5), 부정적(5), 변화(4), 마음의 자세(3), 묵상(3)","마음(39), 정신(10), 태도(8), 마음에(7), 생각하(5), 마음속(3), 담대(2), 두려워(1)","말(61), 말씀(34), 기도(25), 십자가(19), 성령(17), 예수님(6), 믿음(5), 신앙(4)",,"핵심표현: 긍정(23), 정신적(10), 태도(8), 생각(5), 부정적(5) | 보조표현: 마음(39), 정신(10), 태도(8), 마음에(7), 생각하(5)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1991-10-13 친히 어떻게 하실 것을 아시고.txt,중간,51.2593,143.0512,0.7071,0.3624,0.4231,-0.0607,271.5,139.2,170.1,dream_vision,"태도(23), 긍정(12), 절망(10), 부정적(9), 낙심(3), 생각(2), 마음의 자세(2), 지혜(1)","태도(23), 마음(19), 마음속(9), 바라보(6), 담대(5), 마음에(4), 정신(3), 깨닫(2)","꿈(53), 말(45), 믿음(25), 예수님(18), 말씀(16), 기도(4), 십자가(4), 구원(3)",,"핵심표현: 태도(23), 긍정(12), 절망(10), 부정적(9), 낙심(3) | 보조표현: 태도(23), 마음(19), 마음속(9), 바라보(6), 담대(5)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-01-05.txt,중간,50.6319,142.666,0.5344,0.3349,0.4143,-0.0795,211.5,55.0,232.2,holy_spirit,"생각(22), 생각을(4), 두려움(4), 생각하는(3), 생각이(3), 변화(2), 절망(2), 묵상(1)","생각하(11), 마음(8), 마음속(3), 마음에(3), 바라보(2), 깨닫(1), 태도(1), 결심(1)","말(50), 성령(47), 예수님(40), 보혜사(22), 말씀(20), 십자가(11), 꿈(9), 믿음(6)",,"핵심표현: 생각(22), 생각을(4), 두려움(4), 생각하는(3), 생각이(3) | 보조표현: 생각하(11), 마음(8), 마음속(3), 마음에(3), 바라보(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2020-06-07.txt,중간,50.5916,141.7402,0.6516,0.351,0.4262,-0.0752,151.5,89.6,128.9,word_prayer,"생각(14), 결단(6), 긍정(5), 낙심(4), 생각하는(1), 생각이(1), 우울(1), 부정적(1)","마음(11), 바라보(11), 마음속(9), 생각하(8), 결단(6), 생각해(1), 마음에(1), 결심(1)","말(53), 믿음(21), 꿈(19), 말씀(16), 기도(16), 입술(4), 신앙(2), 확신(2)",,"핵심표현: 생각(14), 결단(6), 긍정(5), 낙심(4), 생각하는(1) | 보조표현: 마음(11), 바라보(11), 마음속(9), 생각하(8), 결단(6)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2014-08-10.txt,중간,50.3322,141.0705,0.5011,0.256,0.2801,-0.0241,221.0,61.0,280.8,word_prayer,"변화(17), 관점(12), 생각(5), 긍정(5), 절망(4), 묵상(3), 두려움(3), 희망(3)","마음(15), 마음에(8), 바라보(7), 두려워(6), 생각하(2), 정신(1)","말(179), 말씀(56), 입술(15), 믿음(13), 구원(13), 예수님(12), 신앙(7), 기도(6)",,"핵심표현: 변화(17), 관점(12), 생각(5), 긍정(5), 절망(4) | 보조표현: 마음(15), 마음에(8), 바라보(7), 두려워(6), 생각하(2)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2002-07-14 참과 거짓.txt,중간,50.2524,140.2544,0.687,0.345,0.403,-0.058,322.5,118.6,201.0,word_prayer,"생각(24), 묵상(12), 생각하는(11), 절망(6), 변화(5), 긍정(3), 부정적(3), 생각을(2)","바라보(21), 생각하(19), 마음(13), 마음에(4), 마음속(3), 담대(3), 정신(2), 결단(1)","말(79), 말씀(28), 십자가(21), 예수님(17), 성령(16), 구원(13), 믿음(7), 기도(7)",,"핵심표현: 생각(24), 묵상(12), 생각하는(11), 절망(6), 변화(5) | 보조표현: 바라보(21), 생각하(19), 마음(13), 마음에(4), 마음속(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2016-04-24.txt,중간,50.1743,140.5405,0.6079,0.359,0.4177,-0.0587,189.0,86.6,177.8,word_prayer,"생각(15), 긍정(7), 부정적(6), 생각을(4), 생각하는(2), 강하고 담대(2), 생각이(1), 의식(1)","마음(21), 바라보(10), 마음에(6), 생각하(4), 마음속(4), 담대(4), 두려워(3), 염려하지(1)","말(32), 꿈(25), 믿음(23), 예수님(22), 성령(18), 말씀(14), 보혜사(8), 기도(7)",,"핵심표현: 생각(15), 긍정(7), 부정적(6), 생각을(4), 생각하는(2) | 보조표현: 마음(21), 바라보(10), 마음에(6), 생각하(4), 마음속(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2017-07-30.txt,중간,49.4193,138.3733,0.6417,0.4129,0.4834,-0.0705,324.5,73.6,222.3,word_prayer,"생각(34), 생각을(9), 변화(9), 생각이(8), 긍정(4), 변화를(2), 두려움(2), 생각하는(1)","마음(10), 두려워(9), 마음속(7), 깨닫(5), 담대(3), 생각하(2), 바라보(2), 정신(1)","말(80), 말씀(36), 기도(32), 예수님(23), 성령(18), 신앙(14), 믿음(13), 입술(6)",,"핵심표현: 생각(34), 생각을(9), 변화(9), 생각이(8), 긍정(4) | 보조표현: 마음(10), 두려워(9), 마음속(7), 깨닫(5), 담대(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2018-11-04.txt,중간,49.0751,136.8185,0.6559,0.2664,0.3088,-0.0424,155.0,28.2,96.1,word_prayer,"생각(14), 긍정(10), 생각을(3), 부정적(2), 생각하는(1), 생각이(1), 변화(1), 희망(1)","마음(7), 마음속(4), 생각하(3), 마음에(2), 생각해(1)","말(34), 꿈(25), 믿음(10), 말씀(6), 입술(6), 신앙(4), 성령(4), 예수님(4)",,"핵심표현: 생각(14), 긍정(10), 생각을(3), 부정적(2), 생각하는(1) | 보조표현: 마음(7), 마음속(4), 생각하(3), 마음에(2), 생각해(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2013-06-02.txt,중간,49.0365,137.519,0.578,0.2809,0.342,-0.0611,211.0,60.6,198.3,faith,"생각(20), 선택(12), 낙심(3), 생각이(2), 염려(2), 부정적(2), 절망(2), 생각하는(1)","마음(13), 마음에(11), 결심(5), 바라보(5), 생각하(4), 결단(1)","믿음(95), 말(41), 말씀(18), 기도(18), 예수님(11), 성령(7), 보혜사(3), 구원(3)",,"핵심표현: 생각(20), 선택(12), 낙심(3), 생각이(2), 염려(2) | 보조표현: 마음(13), 마음에(11), 결심(5), 바라보(5), 생각하(4)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
2015-06-14.txt,중간,48.872,136.1166,0.6518,0.3573,0.3911,-0.0338,179.5,96.0,147.2,word_prayer,"생각(16), 생각을(5), 변화(4), 생각이(3), 긍정(3), 부정적(3), 묵상(2), 염려(2)","마음(37), 마음에(16), 생각하(5), 바라보(5), 마음속(1), 염려하지(1), 두려워(1)","말(45), 꿈(27), 성령(13), 믿음(11), 말씀(11), 기도(9), 입술(7), 십자가(7)",,"핵심표현: 생각(16), 생각을(5), 변화(4), 생각이(3), 긍정(3) | 보조표현: 마음(37), 마음에(16), 생각하(5), 바라보(5), 마음속(1)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
1996-04-28 보라 새 것이 되었도다.txt,중간,48.6267,135.7906,0.72,0.4213,0.5019,-0.0807,296.5,97.7,153.3,word_prayer,"변화(17), 생각(15), 묵상(10), 지혜(7), 의식(6), 생각을(3), 자화상(3), 생각이(2)","마음(26), 마음속(10), 바라보(7), 생각하(5), 깨닫(3), 마음에(3), 생각해(1), 담대(1)","말(62), 성령(43), 기도(12), 말씀(9), 십자가(4), 믿음(3), 신앙(3), 보혜사(3)",,"핵심표현: 변화(17), 생각(15), 묵상(10), 지혜(7), 의식(6) | 보조표현: 마음(26), 마음속(10), 바라보(7), 생각하(5), 깨닫(3)",유지,자동 판정과 수동 검토 기준에서 생각 축 유지
